G12,O17,24,"Y17"
R17,BR15,39,"G14,BR11"
R08,BL12,3,""
O11,BR23,35,"BL14,BR24"
BL09,BR21,41,"BR24"
BL21,BR20,21,"BR24"
BR16,Y19,47,"BL15,Y17"
G12,O18,27,"R11,O11"
R17,BR16,41,"G14,BR11"
BL09,BR22,39,"BR24"
BL21,BR21,19,"BR24"
R08,BL13,8,"BL12"
BR16,Y20,48,"BL15,Y17"
R17,BR17,42,"G14,BR11"
G12,O19,30,"R11,O11"
BL09,BR23,38,"BR24"
O11,BR24,28,"BL14"
R17,BR18,44,"G14,BR11"
BL21,BR22,17,"BR24"
BR17,BR18,1,""
G12,O20,32,"R11,O11"
BL09,BR24,32,""
BL21,BR23,15,"BR24"
R08,BL14,10,"BL12"
BR17,BR19,3,""
R17,BR19,46,"G14,BR11"
O11,Y07,24,"G10"
BR17,BR20,4,""
G12,O21,35,"R11,O11"
BL21,BR24,6,""
R17,BR20,47,"G14,BR11"
BL09,Y07,29,"G12"
R08,BL15,12,"BL12"
O11,Y08,33,"G10,Y07"
R17,BR21,50,"G14,BR11"
BR17,BR21,7,""
BL09,Y08,32,"Y17"
G12,O50,21,"O08"
BL21,Y07,37,"G12"
R17,BR22,51,"BL12,BR24"
BR17,BR22,8,""
BL09,Y09,30,"Y17"
R08,BL16,14,"BL12"
BL21,Y08,46,"O07,Y11"
G12,O51,23,"O08"
O11,Y09,35,"G10,Y07"
BR17,BR23,10,""
R17,BR23,49,"BL12,BR24"
BL09,Y10,28,"Y17"
BL21,Y09,44,"O07,Y11"
R08,BL17,15,"BL12"
G12,O52,25,"O08"
R17,BR24,42,"BL12"
O11,Y10,35,"Y11"
BL21,Y10,42,"O07,Y11"
BR17,BR24,12,""
BL09,Y11,26,"Y17"
G12,O53,27,"O08"
R08,BL18,17,"BL12"
BL09,Y12,23,"Y17"
R17,Y07,35,"G10"
BL21,Y11,31,"O07"
BR17,Y07,51,"G16"
R08,BL19,19,"BL12"
G12,O54,30,"O08"
BL21,Y12,41,"O07,Y11"
R17,Y08,45,"G10,Y07"
BL09,Y13,21,"Y17"
O11,Y11,22,""
BR17,Y08,53,"BL15,O07,Y11"
R08,BL20,21,"BL12"
BL21,Y13,43,"O07,Y11"
R17,Y09,47,"G10,Y07"
G12,BR01,31,"BR10"
BL09,Y14,19,"Y17"
BR17,Y09,50,"BL15,O07,Y11"
O11,Y12,33,"Y11"
BL21,Y14,44,"O07,Y11"
BL09,Y15,17,"Y17"
R17,Y10,48,"O11,Y11"
G12,BR02,29,"BR10"
R08,BL21,23,"BL12"
BR17,Y10,49,"BL15,O07,Y11"
O11,Y13,36,"G10,O05,Y11"
BL21,Y15,46,"Y17"
BL09,Y16,4,""
R17,Y11,34,"O11"
G12,BR03,28,"BR10"
R08,BL22,26,"BL12"
BL21,Y16,30,""
BR17,Y11,40,"BL15,O07"
O11,Y14,36,"Y18"
BL09,Y17,2,""
R17,Y12,46,"O11,Y11"
R22A,G09,-1,"ERROR"
G12,BR04,26,"BR10"
BL21,Y17,27,""
R17,Y13,48,"O11,Y18"
BR17,Y12,55,"BL15,O07,Y11"
O11,Y15,34,"Y18"
BL09,Y18,18,"Y17"
R08,BL23,29,"BL12"
R17,Y14,46,"O11,Y18"
BL21,Y18,37,"O07"
BL09,Y19,20,"Y17"
G12,BR05,24,"BR10"
BR17,Y13,57,"BL15,Y17"
O11,Y16,24,"BL12"
R08,G01,18,""
R17,Y15,44,"O11,Y18"
BL21,Y19,42,"Y17"
BR17,Y14,55,"BL15,Y17"
BL09,Y20,21,"Y17"
G12,BR06,21,"BR10"
O11,Y17,22,"BL12"
BL21,Y20,43,"Y17"
R17,Y16,31,"BL12"
R08,G02,15,""
BR17,Y15,53,"BL15,Y17"
BL10,BL11,2,""
G12,BR07,19,"BR10"
BR17,Y16,38,"BL15"
R17,Y17,28,"BL12"
BL22,BL23,3,""
R08,G03,13,""
O11,Y18,13,""
BR17,Y17,36,"BL15"
BL10,BL12,5,""
BL22,G01,49,"G12"
G12,BR08,17,"BR10"
R17,Y18,26,"O11"
R08,G03A,26,"G03"
O11,Y19,22,"Y18"
BL10,BL13,7,""
BR17,Y18,46,"BL15,O07"
R17,Y19,32,"O11,Y18"
BL22,G02,46,"G12"
G12,BR09,15,"BR10"
O11,Y20,23,"Y18"
BR17,Y19,48,"BL15,Y17"
BL10,BL14,9,""
R08,G04,12,""
R17,Y20,33,"O11,Y18"
BL22,G03,44,"G12"
O12,O13,2,""
BR17,Y20,49,"BL15,Y17"
R18,R19,1,""
BL22,G03A,63,"G12,G03"
BR18,BR19,2,""
R08,G05,9,""
BL10,BL15,11,""
O12,O14,4,""
R18,R20,3,""
G12,BR10,8,""
BL10,BL16,13,""
BL22,G04,42,"G12"
BR18,BR20,3,""
O12,O15,6,""
R08,G06,7,""
R18,R21,5,""
BL10,BL17,14,""
O12,O16,9,""
G12,BR11,8,""
R18,R22,7,""
BL22,G05,40,"G12"
BR18,BR21,6,""
BL10,BL18,16,""
R08,G07,5,""
BR18,BR22,7,""
O12,O17,11,""
G12,BR12,17,"BR10"
BL22,G06,38,"G12"
R08,G08,3,""
BL10,BL19,18,""
BR18,BR23,9,""
O12,O18,13,""
G12,BR13,20,"BR10"
BL22,G07,35,"G12"
BL10,BL20,20,""
BR18,BR24,11,""
O12,O19,16,""
R08,G09,1,""
R08,G10,0,""
BL10,BL21,22,""
BL22,G08,33,"G12"
O12,O20,18,""
G12,BR14,23,"BR10"
BL10,BL22,25,""
BR18,Y07,53,"G16"
R08,G11,1,""
O12,O21,22,""
BR18,Y08,55,"BL15,O07,Y11"
G12,BR15,25,"BR10"
BL22,G09,25,"O07"
BL10,BL23,28,""
O12,O50,3,""
BR18,Y09,52,"BL15,O07,Y11"
R08,G12,3,""
G12,BR16,27,"BR10"
BL22,G10,25,"R10"
BL10,G01,29,"G12"
O12,O51,5,""
BR18,Y10,54,"BL15,O07,Y11"
BL22,G11,27,"G12"
BL10,G02,26,"G12"
O12,O52,7,""
R22A,G10,-1,"ERROR"
G12,BR17,29,"BR11"
R08,G13,5,""
BR18,Y11,42,"BL15,O07"
BL10,G03,25,"G12"
O12,O53,9,""
BL22,G12,21,""
G12,BR18,31,"BR11"
BL10,G03A,30,"G12,G03"
BR18,Y12,53,"BL15,O07,Y11"
R08,G14,5,""
O12,O54,12,""
BL22,G13,30,"G12"
G12,BR19,32,"BR11"
BR18,Y13,55,"BL15,O07,Y11"
BL10,G04,23,"G12"
O12,BR01,35,"BL14,BR10"
BL22,G14,25,"R10"
BR18,Y14,56,"BL15,O07,Y11"
G12,BR20,34,"BR11"
BL10,G05,21,"G12"
O12,BR02,33,"BL14,BR10"
R08,G15,10,""
BR18,Y15,58,"BL15,Y17"
BL22,G15,20,"O07"
BL10,G06,19,"G12"
G12,BR21,35,"BR24"
O12,BR03,32,"BL14,BR10"
BR18,Y16,40,"BL15"
BL10,G07,16,"G12"
O12,BR04,30,"BL14,BR10"
BL22,G16,19,"BR10"
R08,G16,12,""
BR18,Y17,37,"BL15"
G12,BR22,33,"BR24"
BL10,G08,14,"G12"
O12,BR05,28,"BL14,BR10"
R08,G17,14,""
G12,BR23,32,"BR24"
BL22,G17,31,"O07,G15"
BL10,G09,12,"G12"
BR18,Y18,52,"BL15,Y17"
O12,BR06,25,"BL14,BR10"
BL22,G18,33,"O07,G15"
R08,G18,16,""
BR18,Y19,54,"BL15,Y17"
BL10,G10,10,"G12"
O12,BR07,24,"BL14,BR10"
BL22,G19,37,"O07,G15"
G12,BR24,25,""
BL10,G11,9,"G12"
R08,G19,19,""
O12,BR08,21,"BL14,BR10"
BR18,Y20,55,"BL15,Y17"
BL22,O01,36,"O07"
R18,R22A,-1,"ERROR"
BR19,BR20,1,""
R08,O01,15,"O05"
BL10,G12,2,""
O12,BR09,19,"BL14,BR10"
G12,Y07,16,""
BL22,O02,33,"O07"
R18,R23,10,""
BR19,BR21,4,""
BL10,G13,11,"G12"
BL22,O03,31,"O07"
O12,BR10,12,"BL14"
G12,Y08,25,"Y07"
R18,R24,12,""
BR19,BR22,5,""
R08,O02,13,"O05"
BL22,O04,29,"O07"
BL10,G14,12,"R10"
BR19,BR23,7,""
R22A,G11,-1,"ERROR"
G12,Y09,27,"Y07"
O12,BR11,15,"G15"
R18,R25,14,""
R08,O03,11,"O05"
BL22,O05,25,"O07"
BL10,G15,14,"O07"
O12,BR12,21,"BL14,BR10"
R18,R26,17,""
BR19,BR24,9,""
G12,Y10,28,"O05,Y11"
R08,O04,9,"O05"
O12,BR13,24,"BL14,BR10"
BL10,G16,18,"G12"
BL22,O06,21,"O07"
R18,R27,20,""
BR19,Y07,50,"G16"
O12,BR14,27,"BL14,BR10"
BL10,G17,20,"G12"
R18,R28,25,""
BR19,Y08,59,"BL15,O07,Y11"
BL22,O07,15,""
G12,Y11,15,"O05"
